path,true_label,pred_label,emb_000,emb_001,emb_002,emb_003,emb_004,emb_005,emb_006,emb_007,emb_008,emb_009,emb_010,emb_011,emb_012,emb_013,emb_014,emb_015,emb_016,emb_017,emb_018,emb_019,emb_020,emb_021,emb_022,emb_023,emb_024,emb_025,emb_026,emb_027,emb_028,emb_029,emb_030,emb_031,emb_032,emb_033,emb_034,emb_035,emb_036,emb_037,emb_038,emb_039,emb_040,emb_041,emb_042,emb_043,emb_044,emb_045,emb_046,emb_047,emb_048,emb_049,emb_050,emb_051,emb_052,emb_053,emb_054,emb_055,emb_056,emb_057,emb_058,emb_059,emb_060,emb_061,emb_062,emb_063,emb_064,emb_065,emb_066,emb_067,emb_068,emb_069,emb_070,emb_071,emb_072,emb_073,emb_074,emb_075,emb_076,emb_077,emb_078,emb_079,emb_080,emb_081,emb_082,emb_083,emb_084,emb_085,emb_086,emb_087,emb_088,emb_089,emb_090,emb_091,emb_092,emb_093,emb_094,emb_095,emb_096,emb_097,emb_098,emb_099,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127
C:\Users\nosai\Downloads\histology_first_poc\data\colorectal-histology-mnist\Kather_texture_2016_image_tiles_5000\01_TUMOR\10009_CRC-Prim-HE-03_009.tif_Row_301_Col_151.tif,01_TUMOR,01_TUMOR,12.948834419250488,-2.25942325592041,-4.933290481567383,-0.9508928060531616,0.2921326160430908,-15.409526824951172,11.812012672424316,-2.4410722255706787,4.072017669677734,-3.370847702026367,-1.2020814418792725,-8.564338684082031,4.822423458099365,-7.841088771820068,-3.748551845550537,-3.3991384506225586,-1.6599057912826538,-11.235367774963379,1.1378504037857056,4.0211992263793945,-5.183420658111572,2.0085740089416504,3.1838765144348145,-8.708436012268066,-2.656381368637085,10.973737716674805,0.23102214932441711,-8.157727241516113,-1.903239369392395,-3.2984275817871094,3.145157814025879,7.158697128295898,-10.020094871520996,-3.2139103412628174,-3.1118245124816895,-1.2055867910385132,-0.5912585258483887,5.955585479736328,-1.3829351663589478,1.1960922479629517,-4.789645671844482,-13.308748245239258,-4.781528472900391,8.487735748291016,-19.90283203125,-2.863903045654297,-3.6892406940460205,0.3182039260864258,-6.307661533355713,-1.8503135442733765,-3.0892622470855713,7.164508819580078,5.24614143371582,8.817709922790527,-9.349740028381348,-1.5316919088363647,-3.914247751235962,-19.49660301208496,-17.766145706176758,5.728700637817383,2.8146345615386963,5.221923828125,-8.069534301757812,-7.037059307098389,-2.7148656845092773,-24.22922134399414,-17.77326202392578,-0.46031245589256287,-4.9370551109313965,-2.5385079383850098,-0.7442740797996521,-14.735424041748047,7.59702205657959,-7.874359607696533,-2.43686580657959,-3.8266448974609375,-3.070521831512451,-4.1269450187683105,-2.7780308723449707,-10.496203422546387,-3.1458587646484375,-0.1957608163356781,-12.780390739440918,-5.615285873413086,3.797529935836792,-20.564695358276367,-3.4204726219177246,-4.628962516784668,-8.944544792175293,-1.538404107093811,-1.5086461305618286,-25.331871032714844,-21.268848419189453,-5.418200492858887,-2.583535671234131,-22.979768753051758,-2.279130458831787,-6.359698295593262,1.6024430990219116,-2.109232187271118,1.0934704542160034,3.574608325958252,-3.4742114543914795,-2.2668025493621826,-4.432597637176514,-6.2762346267700195,-4.55718994140625,-1.4145865440368652,7.7814040184021,-16.69580078125,1.0651386976242065,-1.2943788766860962,1.0552042722702026,5.587789058685303,-12.443485260009766,0.7362033724784851,-2.796994686126709,10.132685661315918,-4.628256797790527,-2.5900938510894775,2.2200677394866943,-1.6639598608016968,-6.166269779205322,-14.502204895019531,-17.375507354736328,-5.914731025695801,8.69225025177002,12.939477920532227
C:\Users\nosai\Downloads\histology_first_poc\data\colorectal-histology-mnist\Kather_texture_2016_image_tiles_5000\01_TUMOR\10062_CRC-Prim-HE-02_003b.tif_Row_1_Col_301.tif,01_TUMOR,04_LYMPHO,22.084800720214844,-4.599947452545166,-4.447268486022949,-8.933720588684082,-3.9633326530456543,-18.07616424560547,14.089427947998047,-1.2968764305114746,8.75434684753418,-4.800717353820801,3.1611392498016357,-25.591245651245117,6.861687660217285,-17.364093780517578,-5.287303924560547,-5.2452545166015625,-0.2973438799381256,-12.72158145904541,2.253821849822998,2.631678819656372,-8.405357360839844,7.632633686065674,0.6696051359176636,-15.878679275512695,-2.833113431930542,15.992573738098145,-8.514955520629883,-11.764695167541504,-4.054042339324951,-6.12090539932251,2.198289155960083,11.856940269470215,-23.556249618530273,-8.781045913696289,-2.844637632369995,-2.9128258228302,9.85004711151123,9.936771392822266,-1.2219693660736084,1.665052890777588,-6.05248498916626,-30.086755752563477,-5.973351955413818,11.573288917541504,-22.395414352416992,-5.156492710113525,-3.5147838592529297,-9.680710792541504,-8.980081558227539,0.6165964603424072,-3.742581605911255,12.774336814880371,6.507053852081299,15.130634307861328,-15.82349681854248,-0.637710452079773,-4.038633823394775,-21.140960693359375,-22.618255615234375,0.6528975963592529,5.541473388671875,11.931806564331055,-20.950952529907227,-8.315069198608398,-1.838313341140747,-26.56673812866211,-20.466259002685547,-12.490371704101562,-6.515912055969238,-3.6492879390716553,-0.7145825624465942,-17.19021987915039,11.627739906311035,-6.911537170410156,0.8976612687110901,-3.4991798400878906,-2.246218204498291,-13.737173080444336,-2.55060076713562,-12.517122268676758,-2.1714696884155273,-0.4160618782043457,-30.145709991455078,-5.932523727416992,0.944937527179718,-23.68891143798828,-3.605105400085449,-6.564621925354004,-15.563633918762207,-11.753921508789062,-2.6580681800842285,-31.141435623168945,-23.199758529663086,-6.492276191711426,-2.515759229660034,-27.7457218170166,-3.3806722164154053,-5.337767124176025,8.60197639465332,-2.267470598220825,-2.8129966259002686,0.43956291675567627,-3.8454172611236572,-4.27567195892334,-9.9599609375,-9.976195335388184,-7.300808429718018,-1.9737030267715454,11.350022315979004,-17.046161651611328,3.7764313220977783,-2.0024125576019287,2.132449150085449,7.783987045288086,-16.0162296295166,-0.6885350346565247,-2.205388307571411,16.962398529052734,-7.443708419799805,-3.3168089389801025,4.9981255531311035,-1.1931248903274536,-5.0586628913879395,-17.589609146118164,-16.951818466186523,-8.465768814086914,8.338055610656738,25.781972885131836
C:\Users\nosai\Downloads\histology_first_poc\data\colorectal-histology-mnist\Kather_texture_2016_image_tiles_5000\01_TUMOR\100B0_CRC-Prim-HE-09_009.tif_Row_1_Col_301.tif,01_TUMOR,01_TUMOR,13.416512489318848,-2.7107224464416504,-5.3053741455078125,-1.6367682218551636,0.48790520429611206,-15.67575454711914,12.172718048095703,-2.3720545768737793,2.7434964179992676,-3.699641227722168,-0.5747207403182983,-9.620950698852539,5.282170295715332,-8.250868797302246,-4.023593425750732,-3.433048725128174,-1.5677109956741333,-11.220645904541016,1.7093455791473389,3.9679784774780273,-5.453250885009766,2.0196475982666016,3.3624000549316406,-8.893446922302246,-2.670992851257324,11.406122207641602,-0.4609433114528656,-8.455545425415039,-2.237481117248535,-3.522477626800537,3.4228813648223877,7.330166816711426,-10.643954277038574,-3.2502071857452393,-3.4345767498016357,-1.1328816413879395,-0.42372673749923706,5.385385036468506,-1.4171055555343628,1.8210643529891968,-5.022563457489014,-13.978035926818848,-4.922621250152588,8.584970474243164,-20.085493087768555,-3.3078348636627197,-3.7794241905212402,-0.20622479915618896,-6.587822437286377,-1.4679735898971558,-3.083493709564209,7.419137477874756,5.576937198638916,9.38988971710205,-9.26998519897461,-1.7543625831604004,-3.8605356216430664,-19.520017623901367,-17.802810668945312,5.766835689544678,3.1677193641662598,5.697980880737305,-8.848072052001953,-7.218716621398926,-2.935817003250122,-24.286739349365234,-17.750276565551758,-1.272226333618164,-5.248140811920166,-2.7558786869049072,-0.9379639625549316,-14.868891716003418,7.711131572723389,-7.654216289520264,-2.0836362838745117,-3.8261799812316895,-3.042747974395752,-4.666213512420654,-2.809187173843384,-10.484837532043457,-3.1146011352539062,-0.44097989797592163,-13.654176712036133,-5.404171466827393,3.632899284362793,-20.751182556152344,-3.6241650581359863,-5.0313544273376465,-9.086756706237793,-2.7481305599212646,-1.7352957725524902,-25.857439041137695,-21.517990112304688,-5.833108425140381,-2.682736396789551,-23.344627380371094,-2.6038854122161865,-6.441315650939941,0.6971918940544128,-2.166222095489502,1.2803096771240234,3.2644970417022705,-3.4708831310272217,-2.6592183113098145,-4.6210503578186035,-6.337252616882324,-4.939376354217529,-1.64474356174469,6.632358551025391,-16.839027404785156,0.9863066673278809,-1.4274370670318604,1.2709803581237793,5.906643867492676,-12.501157760620117,0.8825070858001709,-2.803323268890381,10.797481536865234,-4.933610916137695,-2.453327178955078,2.5622079372406006,-1.7422972917556763,-5.939191818237305,-14.431384086608887,-17.444089889526367,-6.066355228424072,8.867546081542969,13.789978981018066
C:\Users\nosai\Downloads\histology_first_poc\data\colorectal-histology-mnist\Kather_texture_2016_image_tiles_5000\01_TUMOR\10104_CRC-Prim-HE-10_021.tif_Row_451_Col_1.tif,01_TUMOR,01_TUMOR,10.917598724365234,-1.5957021713256836,-5.157312393188477,1.1116523742675781,0.8140157461166382,-15.06440544128418,11.44513988494873,-2.8575422763824463,3.8286936283111572,-2.981607437133789,-2.12204647064209,-4.743919372558594,4.706601142883301,-5.922064304351807,-3.4799818992614746,-2.942042350769043,-1.9436787366867065,-11.13421630859375,0.9332298040390015,4.48872709274292,-4.450756549835205,0.8251720666885376,3.8692076206207275,-7.105029582977295,-2.7235677242279053,9.897712707519531,2.5810608863830566,-7.4684576988220215,-1.5570536851882935,-2.7539548873901367,3.4300272464752197,6.454543113708496,-7.399833679199219,-1.9938971996307373,-2.8789150714874268,-1.0603325366973877,-3.222327470779419,5.524959564208984,-1.5667089223861694,0.9389787912368774,-4.36984395980835,-10.05051326751709,-4.574644088745117,8.105712890625,-19.58356475830078,-2.279287576675415,-3.774526596069336,2.3980824947357178,-5.803045272827148,-2.5237913131713867,-2.9021921157836914,5.962039470672607,4.682834625244141,7.19510555267334,-8.322428703308105,-1.6767046451568604,-3.9995434284210205,-19.38856315612793,-16.92750358581543,6.986111640930176,2.1044445037841797,3.7602133750915527,-5.173079967498779,-7.002685546875,-2.863471269607544,-24.134157180786133,-17.230247497558594,2.2689385414123535,-4.614336967468262,-2.2014966011047363,-0.6001166105270386,-14.44107723236084,6.855305194854736,-8.378925323486328,-3.438480854034424,-4.094513416290283,-3.3586721420288086,-2.0666909217834473,-2.7732627391815186,-10.150216102600098,-3.6074657440185547,-0.07720955461263657,-9.256355285644531,-5.854439735412598,4.643611431121826,-19.89539337158203,-3.5039312839508057,-4.2287726402282715,-7.378376483917236,1.3124116659164429,-1.1240606307983398,-24.12798309326172,-20.87807273864746,-5.333581447601318,-2.647120714187622,-21.943410873413086,-2.1477291584014893,-6.9405293464660645,0.5079118013381958,-2.105546712875366,1.684193730354309,4.5557026863098145,-3.5036091804504395,-1.6179378032684326,-3.0917510986328125,-5.437255859375,-3.8702750205993652,-1.1517513990402222,7.697543621063232,-16.63628387451172,0.4268292188644409,-1.2916748523712158,0.8232640027999878,5.0450439453125,-11.813567161560059,0.9189785718917847,-3.1963236331939697,8.259954452514648,-4.017136573791504,-2.483820915222168,1.4462623596191406,-1.6705021858215332,-6.492440700531006,-14.05893611907959,-17.73320770263672,-5.331854343414307,9.272679328918457,10.241959571838379
C:\Users\nosai\Downloads\histology_first_poc\data\colorectal-histology-mnist\Kather_texture_2016_image_tiles_5000\01_TUMOR\10142_CRC-Prim-HE-09_025.tif_Row_151_Col_151.tif,01_TUMOR,01_TUMOR,14.211540222167969,-2.680392026901245,-4.722987174987793,-2.051666021347046,0.4816339612007141,-16.054912567138672,12.25851058959961,-2.2051985263824463,5.050060749053955,-3.6551053524017334,-0.9186168909072876,-10.789306640625,4.184808731079102,-8.998863220214844,-3.956514358520508,-3.7670087814331055,-1.5671602487564087,-11.621033668518066,0.9947425723075867,3.741558790206909,-5.790177345275879,2.4901340007781982,2.710296869277954,-9.700851440429688,-2.6000795364379883,11.904016494750977,-1.0548564195632935,-8.748950004577637,-2.1801700592041016,-3.4952504634857178,2.6740710735321045,7.614552021026611,-11.410087585449219,-3.7031383514404297,-3.5696632862091064,-1.373871088027954,1.0162230730056763,6.724441051483154,-1.198557734489441,1.184261679649353,-5.202611446380615,-15.056490898132324,-4.945531368255615,8.85135555267334,-20.799518585205078,-3.3088459968566895,-3.821784257888794,-0.3500606119632721,-6.663383960723877,-1.7966183423995972,-3.2212696075439453,8.03598690032959,5.8818039894104,10.035089492797852,-10.191452980041504,-1.6804656982421875,-3.953446865081787,-20.248809814453125,-18.81493377685547,5.432805061340332,3.0231292247772217,6.047172546386719,-9.700011253356934,-7.229724884033203,-2.888585329055786,-24.943187713623047,-18.64642333984375,-1.457688570022583,-5.239908218383789,-2.6579642295837402,-0.6681011915206909,-15.181185722351074,8.279108047485352,-7.891934394836426,-2.0808537006378174,-3.557177782058716,-2.9242618083953857,-4.99303674697876,-3.0245816707611084,-11.059062957763672,-2.7523443698883057,-0.2854160666465759,-14.753344535827637,-5.530728816986084,3.44323992729187,-21.577024459838867,-3.2773821353912354,-5.009293079376221,-10.094831466674805,-2.882481098175049,-1.808556079864502,-26.961061477661133,-22.41244125366211,-5.596985340118408,-2.583958148956299,-24.422391891479492,-2.3916642665863037,-5.983972072601318,2.9186770915985107,-2.1181387901306152,1.0816981792449951,2.9374141693115234,-3.396644115447998,-2.689455509185791,-5.196430206298828,-6.894319534301758,-4.835554122924805,-1.4923278093338013,8.421993255615234,-17.388002395629883,1.265221357345581,-1.3704153299331665,0.9520466327667236,6.359593868255615,-13.184188842773438,0.8325172066688538,-2.5180444717407227,11.545242309570312,-5.101567268371582,-2.65794038772583,2.364713668823242,-1.8103069067001343,-6.213597774505615,-15.177633285522461,-17.735889434814453,-6.503249168395996,8.240527153015137,14.548779487609863
C:\Users\nosai\Downloads\histology_first_poc\data\colorectal-histology-mnist\Kather_texture_2016_image_tiles_5000\01_TUMOR\101A0_CRC-Prim-HE-03_034.tif_Row_151_Col_1.tif,01_TUMOR,01_TUMOR,16.31425666809082,-3.3265128135681152,-5.200193405151367,-4.176115989685059,-1.4638677835464478,-16.16793441772461,12.78786563873291,-2.0668137073516846,3.691474199295044,-4.126317977905273,0.8474019765853882,-14.882598876953125,6.600522041320801,-11.242889404296875,-4.454717636108398,-3.930231809616089,-1.0855910778045654,-11.534038543701172,2.190875768661499,3.5479111671447754,-6.315330982208252,4.121804237365723,2.6791751384735107,-11.165756225585938,-2.7891504764556885,12.699318885803223,-3.1788086891174316,-9.413379669189453,-2.843763828277588,-4.495957851409912,3.3864951133728027,8.882157325744629,-15.079126358032227,-5.340494155883789,-2.992098331451416,-1.6123212575912476,2.8273184299468994,6.241626739501953,-1.5305968523025513,2.0208969116210938,-5.257430076599121,-19.530235290527344,-5.323431015014648,9.513012886047363,-20.340511322021484,-3.8553223609924316,-3.524324893951416,-3.9540657997131348,-7.361538887023926,-0.48142969608306885,-3.2650108337402344,9.016732215881348,5.596872329711914,11.075031280517578,-11.249371528625488,-1.2067854404449463,-3.89955997467041,-19.547468185424805,-19.00409698486328,3.736900806427002,4.256083965301514,7.8588104248046875,-12.879134178161621,-7.476858139038086,-2.356247901916504,-24.623464584350586,-18.24116325378418,-5.66346549987793,-5.702449798583984,-3.187818765640259,-1.0818835496902466,-15.522900581359863,8.84672737121582,-7.163240432739258,-0.8807905912399292,-3.8299643993377686,-2.7983973026275635,-8.007174491882324,-2.5230815410614014,-10.841031074523926,-2.9917349815368652,-0.4245142340660095,-19.268491744995117,-5.551028251647949,2.6752302646636963,-21.214548110961914,-3.7143442630767822,-5.480823993682861,-10.957962989807129,-6.108673572540283,-1.9438990354537964,-26.911380767822266,-21.333518981933594,-5.948256969451904,-2.553342342376709,-24.194480895996094,-2.8714396953582764,-6.219296932220459,2.429572820663452,-2.2992095947265625,-0.4191480278968811,2.423015594482422,-3.6655893325805664,-3.2151496410369873,-6.37056827545166,-7.440068244934082,-5.859907627105713,-1.864842414855957,7.382168292999268,-16.39784049987793,2.1142780780792236,-1.5392251014709473,1.7800827026367188,6.140595436096191,-13.405182838439941,0.23734720051288605,-2.6843039989471436,12.552817344665527,-5.683160305023193,-2.696763753890991,3.7365005016326904,-1.4469391107559204,-5.456643104553223,-15.15333080291748,-16.9443302154541,-6.594040393829346,8.962638854980469,17.859745025634766
C:\Users\nosai\Downloads\histology_first_poc\data\colorectal-histology-mnist\Kather_texture_2016_image_tiles_5000\01_TUMOR\1021F_CRC-Prim-HE-04_029.tif_Row_151_Col_1.tif,01_TUMOR,06_MUCOSA,11.383050918579102,-2.4283506870269775,-5.060861587524414,-1.0617550611495972,1.354223608970642,-13.884950637817383,10.940190315246582,-2.1785974502563477,0.3224335312843323,-3.2859668731689453,-0.6635461449623108,-7.11478328704834,4.747512340545654,-6.407196044921875,-3.542799472808838,-3.1086883544921875,-1.6210707426071167,-9.802107810974121,1.6545718908309937,3.665574073791504,-4.798349380493164,1.2067046165466309,3.405912160873413,-7.387621879577637,-2.318382501602173,9.96201229095459,0.015543892979621887,-7.347041606903076,-1.7886543273925781,-2.901172161102295,3.4287497997283936,5.914177417755127,-8.018994331359863,-2.359684944152832,-3.564188003540039,-0.6896874904632568,-1.4391136169433594,3.6975553035736084,-1.2236623764038086,2.123655080795288,-4.64801025390625,-10.616596221923828,-4.385522365570068,7.423805236816406,-18.027624130249023,-2.942690372467041,-3.451568841934204,0.7531998753547668,-5.845430374145508,-1.1971688270568848,-2.840576648712158,6.189840793609619,5.16024112701416,8.198620796203613,-7.181216716766357,-1.7824140787124634,-3.305925130844116,-17.421024322509766,-15.495880126953125,5.701351165771484,2.85437273979187,4.605127811431885,-6.8159499168396,-6.432446002960205,-2.814250946044922,-21.796733856201172,-15.903266906738281,-0.20205092430114746,-4.653081893920898,-2.588599681854248,-1.0386364459991455,-13.166236877441406,6.378111362457275,-6.798416614532471,-1.9126158952713013,-3.4320716857910156,-2.8184051513671875,-3.2622597217559814,-2.6923365592956543,-9.19184684753418,-2.8479347229003906,-0.5612105131149292,-10.434137344360352,-4.597912311553955,3.446580410003662,-18.61511993408203,-3.395482063293457,-4.345930576324463,-7.586417198181152,-2.285604238510132,-1.5875850915908813,-23.012243270874023,-19.493064880371094,-5.313223361968994,-2.5504374504089355,-20.909570693969727,-2.4663736820220947,-5.815571308135986,-1.269927740097046,-1.911036491394043,1.827197551727295,3.09336256980896,-3.04404616355896,-2.5391271114349365,-3.7146480083465576,-5.3632097244262695,-4.538797855377197,-1.565582036972046,4.391967296600342,-15.26470947265625,0.7166628241539001,-1.220800518989563,1.3214302062988281,5.214903354644775,-10.92081356048584,1.1344009637832642,-2.431983470916748,9.55069351196289,-4.3006486892700195,-2.2199862003326416,2.4334847927093506,-1.7912468910217285,-5.4338483810424805,-12.485149383544922,-15.72252082824707,-5.48378324508667,7.919033527374268,11.362382888793945
C:\Users\nosai\Downloads\histology_first_poc\data\colorectal-histology-mnist\Kather_texture_2016_image_tiles_5000\01_TUMOR\10264_CRC-Prim-HE-07_025.tif_Row_1801_Col_1.tif,01_TUMOR,01_TUMOR,12.475458145141602,-3.0324044227600098,-5.438027381896973,-2.8216660022735596,0.14295469224452972,-13.47419548034668,10.838223457336426,-2.0063185691833496,-1.4668272733688354,-3.4767472743988037,1.1219592094421387,-10.170195579528809,6.450647830963135,-7.905930519104004,-3.9497647285461426,-3.2005867958068848,-1.116308331489563,-9.084504127502441,2.644766330718994,3.2767281532287598,-5.239983558654785,2.395881175994873,3.123746633529663,-8.16828441619873,-2.355719804763794,10.37584114074707,-1.8957809209823608,-7.769720077514648,-2.437264919281006,-3.6091482639312744,3.9931609630584717,6.438867568969727,-10.563508033752441,-3.326080560684204,-3.2598726749420166,-0.9258193373680115,-0.09017746895551682,3.001638889312744,-1.3448539972305298,2.9136643409729004,-4.619556427001953,-13.484811782836914,-4.490647315979004,7.73923921585083,-17.053333282470703,-3.4727866649627686,-3.184657335281372,-1.8633620738983154,-6.394895553588867,0.062159840017557144,-2.7863218784332275,6.732891082763672,4.871166229248047,8.731356620788574,-7.458774566650391,-1.4946975708007812,-2.983889102935791,-16.140426635742188,-14.944005966186523,4.261516094207764,3.8474245071411133,6.001638412475586,-9.145893096923828,-6.605517864227295,-2.446676254272461,-20.60110092163086,-14.806225776672363,-3.3862245082855225,-4.8692169189453125,-2.8745791912078857,-1.2706761360168457,-12.760870933532715,6.411608695983887,-5.874453067779541,-0.7542238831520081,-3.463346242904663,-2.6281087398529053,-5.354436874389648,-2.3955538272857666,-8.552286148071289,-2.9065656661987305,-0.8578676581382751,-13.71396255493164,-4.216374397277832,2.5231142044067383,-17.595386505126953,-3.673832416534424,-4.637233257293701,-7.851938724517822,-5.145371437072754,-1.8009546995162964,-22.251049041748047,-18.129573822021484,-5.676717758178711,-2.5970611572265625,-20.05487060546875,-3.0530807971954346,-5.824739933013916,-2.0877745151519775,-1.9379467964172363,0.7148975133895874,2.2124366760253906,-3.109391689300537,-2.950961112976074,-4.4959025382995605,-5.467662334442139,-5.252723217010498,-1.7386717796325684,3.1238255500793457,-13.915304183959961,1.2841602563858032,-1.4748207330703735,2.1691501140594482,4.841141700744629,-10.475181579589844,0.7533648610115051,-2.369333028793335,10.161778450012207,-4.697696208953857,-2.2498230934143066,3.358036518096924,-1.6188079118728638,-4.452469348907471,-11.7532958984375,-14.392352104187012,-5.657413482666016,7.991299152374268,13.621552467346191
C:\Users\nosai\Downloads\histology_first_poc\data\colorectal-histology-mnist\Kather_texture_2016_image_tiles_5000\01_TUMOR\10286_CRC-Prim-HE-01_002.tif_Row_301_Col_1.tif,01_TUMOR,01_TUMOR,17.06890296936035,-3.6413660049438477,-4.744146347045898,-5.839904308319092,-2.4085042476654053,-15.357071876525879,12.10502815246582,-1.5959279537200928,4.237259387969971,-4.004209995269775,2.217442274093628,-17.92000961303711,6.769925117492676,-12.70777416229248,-4.491066932678223,-4.082719802856445,-0.625316321849823,-10.6991605758667,2.417081356048584,2.9222171306610107,-6.601467132568359,5.119265079498291,1.819473385810852,-11.950307846069336,-2.577432870864868,12.835843086242676,-5.117795467376709,-9.533731460571289,-3.163909912109375,-4.826323509216309,3.010934591293335,9.222243309020996,-17.23613929748535,-6.1766791343688965,-2.661125421524048,-1.9965547323226929,5.053971767425537,6.662546634674072,-1.2992147207260132,2.083939552307129,-5.050856590270996,-22.011518478393555,-5.10301399230957,9.501007080078125,-19.03461265563965,-4.098266124725342,-3.1843044757843018,-6.231492042541504,-7.465342044830322,0.3694140613079071,-3.155069589614868,9.627498626708984,5.302669525146484,11.61005687713623,-11.700109481811523,-0.8877410292625427,-3.4684102535247803,-18.03042984008789,-18.353479385375977,2.0953738689422607,4.558901786804199,8.861076354980469,-15.045231819152832,-7.2377028465271,-1.9031908512115479,-22.937225341796875,-17.11089324951172,-8.268829345703125,-5.499814987182617,-3.186937093734741,-0.918256938457489,-14.633731842041016,8.950765609741211,-6.2274885177612305,0.08493047952651978,-3.468231439590454,-2.3415651321411133,-9.74806022644043,-2.2341554164886475,-10.283684730529785,-2.5025596618652344,-0.5394451022148132,-21.97615623474121,-5.122006893157959,1.6510980129241943,-19.93367576599121,-3.590773344039917,-5.4248151779174805,-11.527305603027344,-8.235684394836426,-2.1053881645202637,-25.815082550048828,-19.852237701416016,-5.854973793029785,-2.4072909355163574,-23.06780242919922,-3.067790985107422,-5.479109764099121,3.7993104457855225,-2.024249315261841,-1.3953490257263184,1.3896383047103882,-3.4376025199890137,-3.422475814819336,-7.198614120483398,-7.6038408279418945,-6.121111869812012,-1.7888466119766235,7.503798007965088,-14.790973663330078,2.555285930633545,-1.7159417867660522,2.075334072113037,6.061054706573486,-12.98069953918457,-0.19823221862316132,-2.332895278930664,13.130891799926758,-5.9178972244262695,-2.743231773376465,4.106177806854248,-1.1636443138122559,-4.620600700378418,-14.382528305053711,-15.111509323120117,-6.789632797241211,8.126484870910645,19.52766227722168
C:\Users\nosai\Downloads\histology_first_poc\data\colorectal-histology-mnist\Kather_texture_2016_image_tiles_5000\01_TUMOR\1030D_CRC-Prim-HE-02_031.tif_Row_151_Col_1.tif,01_TUMOR,06_MUCOSA,8.727618217468262,-2.3785903453826904,-5.959951400756836,0.5236239433288574,2.361401081085205,-12.844341278076172,10.41357421875,-2.5575037002563477,-4.115564823150635,-3.212266683578491,-0.6435961723327637,-3.2564985752105713,5.68673038482666,-3.8551907539367676,-3.4963488578796387,-2.2721176147460938,-1.7500265836715698,-8.843114852905273,2.7445781230926514,4.0414814949035645,-3.876551389694214,-0.5220592617988586,4.705843448638916,-5.02946138381958,-2.4340577125549316,8.440797805786133,1.943199634552002,-6.421422004699707,-1.7182519435882568,-2.4791812896728516,4.5958404541015625,4.655994892120361,-4.890203952789307,-0.6756997108459473,-3.6079752445220947,-0.04247238114476204,-4.972862243652344,0.8304983973503113,-1.4542431831359863,3.1526520252227783,-4.280716419219971,-6.571761608123779,-4.100379943847656,6.405842304229736,-16.36088752746582,-2.824472665786743,-3.4712252616882324,2.599030017852783,-5.309316158294678,-1.0830473899841309,-2.461629629135132,4.494638442993164,4.870151996612549,6.5589680671691895,-4.722109794616699,-2.216179609298706,-3.1323280334472656,-15.91556453704834,-13.057485580444336,7.079042434692383,2.8109242916107178,3.1776371002197266,-3.917421579360962,-6.169826030731201,-3.2253894805908203,-19.958433151245117,-13.87436580657959,1.7661913633346558,-4.593544960021973,-2.5739145278930664,-1.5568230152130127,-12.091082572937012,4.943623065948486,-6.465156555175781,-2.1966161727905273,-3.6843440532684326,-3.0672237873077393,-1.4443540573120117,-2.4358396530151367,-7.929432392120361,-3.3288323879241943,-0.8974074721336365,-6.389039993286133,-4.09678316116333,4.007879257202148,-16.8043212890625,-3.7900969982147217,-4.349239826202393,-5.0664963722229,-1.1187098026275635,-1.4508906602859497,-20.516698837280273,-17.765666961669922,-5.615264892578125,-2.6929078102111816,-18.547101974487305,-2.5849883556365967,-6.502018451690674,-5.674536228179932,-2.0043671131134033,2.898149251937866,3.6935555934906006,-3.0584261417388916,-2.2746410369873047,-1.9801030158996582,-3.948218584060669,-4.292050838470459,-1.793752908706665,0.7292555570602417,-14.356409072875977,-0.33541667461395264,-1.2746069431304932,1.6251592636108398,4.418990135192871,-9.221464157104492,1.5415714979171753,-2.810508966445923,7.65139102935791,-3.7884318828582764,-1.6973402500152588,2.2069239616394043,-1.8613076210021973,-4.939836502075195,-10.704118728637695,-15.188536643981934,-4.452297687530518,8.622720718383789,8.357500076293945
